id	surface form	sign span	morphological parsing	DULAT	POS	gloss	comments
158517	pˤn	pʿn  	pˤn/	pʕn	n. f. du. cstr. gen.	at the feet of	
158518	mt	mt	mt(II)/	mt (II)	DN m. sg. abs. gen.	Mot/Death	
# KTU 1.4 VIII:27							
158519	hbr	hbr  	!!hbr[	/h-b-r/	vb G impv. m. du.	to bow	hbr w ql 'bow down and fall'.
158520	w	w 	w	w	conj.	and	
158521	ql	ql	!!ql[	/q-l/	vb G impv. m. du.	to fall (down)	ql 'fall down!' (impv).
# KTU 1.4 VIII:28							
158522	tštḥwy	tštḥwy  	!t!]š]]t]ḥwy(II)[	/ḥ-w-y/ (II)	vb Št prefc. 2 m. du.	to prostrate oneself	'prostrate yourselves'.
158523	w	w 	w	w	conj.	and	
158524	k	k	!!kbd[	/k-b-d/	vb G impv. m. du.	to honour, to pay homage to, welcome	MERGE WITH THE NEXT: k+bd = kbd 'and honour!', split VIII:28/29.
# KTU 1.4 VIII:29							
158525	bd	bd  	!!kbd[	/k-b-d/	vb G impv. m. du.	to honour, to pay homage to, welcome	MERGE WITH THE PREVIOUS.
158526	hwt	hwt  	hw&t	hw	pers. pn.	he	kbd hwt 'honour HIM' (// 1.1 III:3, 1.3 VI:31).
158527	w	w 	w	w	conj.	and	
158528	rgm	rgm	!!rgm[	/r-g-m/	vb G impv. m. du.	to say, tell, announce, communicate, inform	rgm 'say!' (impv).
158528	rgm	rgm	rgm[	/r-g-m/	vb G suffc. 3 m. du.	to say	EUPT: G-SK 3 m. du.
# KTU 1.4 VIII:30							
158529	l	l 	l(I)	l (I)	prep.	to	
158530	bn	bn 	bn(I)/	bn (I)	n. m. sg. cstr. nom.	son	bn ilm mt; final sign broken (x). | Migrated from legacy reviewed tokenization.
158530	bn	bn 	bn(I)/	bn (I)	n. m. sg. abs. nom.	son	bn ilm mt; final sign broken (x). | Migrated from legacy reviewed tokenization.
158530	bn	bn 	bn(II)	bn (II)	prep.	between	bn ilm mt; final sign broken (x). | Migrated from legacy reviewed tokenization.
158530	bn	bn 	bn[	/b-n/	vb G suffc. 3 m. sg.	to understand	bn ilm mt; final sign broken (x). | Migrated from legacy reviewed tokenization.
158530	bn	bn 	bn[	/b-n/	vb G impv. 2	to understand	bn ilm mt; final sign broken (x). | Migrated from legacy reviewed tokenization.
158531	x	[[x]]    	?	?	?	?	bn ilm mt; final sign broken (x). | Migrated from legacy reviewed tokenization.
158532	ilm	ilm  	il(I)/m	ỉl (I)	n. m. pl. cstr. gen.	god	
158532	ilm	ilm  	il(I)/~m	ỉl (I)	n. m. sg. abs. gen + encl. -m	god	bn ilm mt: il + encl. -m (sg. 'El/god'); EUPT reads sg. il + EP -m.
158533	mt	mt	mt(II)/	mt (II)	DN m. sg. abs. gen.	Mot/Death	
# KTU 1.4 VIII:31							
158534	ṯny	ṯny  	!!ṯny[	/ṯ-n-y/	vb G impv. m. du.	to repeat, reiterate	ṯny 'repeat!' (impv).
158534	ṯny	ṯny  	ṯny[	/ṯ-n-y/	vb G suffc. 3 m. du.	to repeat	EUPT: G-SK 3 m. du.
158535	l	l 	l(I)	l (I)	prep.	to	
158536	ydd	ydd	ydd(I)/	ydd (I)	adj. m. sg. cstr. gen.	loved	ydd il ġzr 'the beloved of El, the hero'.
# KTU 1.4 VIII:32							
158537	il	il  	il(I)/	ỉl (I)	DN m. sg. cstr. gen.	ʾIlu/Ilu/El	
158538	ġzr	ġzr  	ġzr/	ġzr	n. m. sg. abs. gen.	lad	
158539	tḥm	tḥm	tḥm/	tḥm	n. m. sg. cstr. nom.	message	tḥm aliyn bˤl 'the message of Mightiest Baal'.
# KTU 1.4 VIII:33							
158540	aliyn	aliyn  	aliyn/	ảlỉyn	adj. m. sg. abs. gen.	The Very / Most Powerful	
158541	bˤl	bʿl	bˤl(II)/	bʕl (II)	DN m. sg. abs. gen.	Baʿlu/Baal	
# KTU 1.4 VIII:34							
158542	hwt	[hw]t    	hw(t(I)/t	hwt (I)	n. f. sg. cstr. nom.	word	hwt aliy qrdm 'the word of the Mightiest of heroes'.
158543	aliy	aliy  	aliy/	ảlỉy	adj. m. sg. cstr. gen.	The Most Powerful	
158544	q	q	qrd/m	qrd (I)	n. m. pl. cstr. gen.	hero, warrior, powerful one	MERGE WITH THE NEXT: q+rdm = qrdm 'heroes', split VIII:34/35.
# KTU 1.4 VIII:35							
158545	rdm	[rdm ]  	qrd/m	qrd (I)	n. m. pl. cstr. gen.	hero, warrior, powerful one	MERGE WITH THE PREVIOUS.
158546	bhty	bhty  	b&ht(II)/+y	bt (II)	n. m. pl. cstr. nom. + 1 c. sg. suff.	house	bhty 'my house(s)'.
158547	bnt	bnt	bn(t(I)/t	bnt (I)	n. f. sg. abs. nom.	masonry	bnt dt ksp 'built of silver' (bnt I, not II).
# KTU 1.4 VIII:36							
158548	dt	[dt  ]  	d+t	d	det. or rel. functor	the one(s) of	dt ksp 'those of silver'.
158549	ksp	[ksp  ]  	ksp/	ksp	n. m. sg. abs. gen.	silver	
158550	rmmt	[rmmt]	rmm[/t:l	/r-m/	vb L ptcpl. f. sg. abs. nom.	to go up, get up	rmmt dt ḫrṣ 'raised of gold' (// bnt).
# KTU 1.4 VIII:37							
158551	dt	[dt  ]  	d+t	d	det. or rel. functor	the one(s) of	
158552	ḫrṣ	[ḫrṣ  ]  	ḫrṣ/	ḫrṣ	n. m. sg. abs. gen.	gold	
158553	hkly	[hk]ly	hkl/+y	hkl	n. m. sg. cstr. nom. + 1 c. sg. suff.	palace	my palace
# KTU 1.4 VIII:38							
158554	aḫy	[     ]aḫy	aḫ(I)/+y	ảḫ (I)	n. m. pl. cstr. nom. + 1 c. sg. suff.	brother (by blood)	my brothers
# KTU 1.4 VIII:39							
158555	aḫy	[     ]aḫy	aḫ(I)/+y	ảḫ (I)	n. m. pl. cstr. nom. + 1 c. sg. suff.	brother (by blood)	
# KTU 1.4 VIII:40							
158556		[    ]    	?	?	?	?	Migrated from legacy reviewed tokenization.
158557	bhty	[bh]ty	b&ht(II)/+y	bt (II)	n. m. pl. cstr. acc. + 1 c. sg. suff.	house	my house
# KTU 1.4 VIII:41							
158558		[    ]    	?	?	?	?	Migrated from legacy reviewed tokenization.
158559	qrb	[q]rb	qrb[	/q-r-b/	vb G suffc. 3 m. sg.	to approach	
# KTU 1.4 VIII:42							
158560		[     ]         	?	?	?	?	Broken.
158561	ṣḥt	ṣḥt	ṣḥ[t	/ṣ-ḥ/	vb G suffc. 1 c. sg.	to exclaim, shout	ṣḥt 'I summoned'.
# KTU 1.4 VIII:43							
158562		[     ]     	?	?	?	?	Broken.
158563	mt	mt	mt(II)/	mt (II)	DN m. sg. cstr. gen.	Mot/Death	
# KTU 1.4 VIII:44							
158564		[     ]     	?	?	?	?	Migrated from legacy reviewed tokenization.
158565	bn	[b]n  	bn(I)/	bn (I)	n. m. sg. cstr. gen.	son	bn ilm 'son of the gods'.
158566	ilm	ilm	il(I)/m	ỉl (I)	n. m. pl. abs. gen.	god	
# KTU 1.4 VIII:45							
158567		[     ]     	?	?	?	?	Migrated from legacy reviewed tokenization.
158568	ymru	[ym]ru    	!y!mr(ʔ[&u	/m-r-ʔ/	vb G prefc. 3 m. sg.	to fatten	
158569	yd	yd	yd(I)/	yd (I)	n. f. sg. cstr. nom.	5) used as a preposition	
# KTU 1.4 VIII:46							
158570		[     ]     	?	?	?	?	Migrated from legacy reviewed tokenization.
158571	ġzr	[ġz]r	ġzr/	ġzr	n. m. sg. cstr. gen.	lad	
# KTU 1.4 VIII:47							
158572		[     ]     	?	?	?	?	Migrated from legacy reviewed tokenization.
158573	gpn	[gpn  ]  	gpn(III)/	gpn (III)	DN m. sg. abs. nom.	?	gpn w ugr (Baal's messengers Gapnu-and-Ugaru); auto read gpn (I) 'vine'.
158574	w	w 	w	w	conj.	and	
158575	ugr	ugr	ugr(II)/	ủgr (II)	DN m. sg. abs. nom.	Ugar/one of the two messenger-boys of Baal	
# KTU 1.4 VIII:48							
158576	t	[         ]t	?	?	?	?	Broken single sign.
# KTU 1.4 VIII:49							
158577	spr	[spr  ]  	spr(I)/	spr (I)	n. m. sg. abs. nom.	scribe	Colophon: spr ilmlk 'the scribe Ilimilku'.
158577	spr	[spr  ]  	spr[	/s-p-r/	vb G suffc. 3 m. sg.	to count, number	DULAT files the colophon s.v. /s-p-r/: '(this was) written (by) Ilimilku'.
158578	ilmlk	[ilmlk  ]  	ilmlk/	ỉlmlk	PN sg. abs. nom.	ʾIlimalku/Ilimilku/Elimelek	Ilimilku (the scribe).
158579	ṯˤy	[ṯ]ʿy    	ṯˤy(I)/	ṯʕy (I)	n. m. sg. cstr. nom.	minister	
158580	nqmd	nqmd  	nqmd/	nqmd	PN sg. cstr. gen.	Niqmaddu	Niqmaddu (king of Ugarit).
158581	mlk	mlk   	mlk(I)/	mlk (I)	n. m. sg. cstr. gen.	king	
158582	ugrt	ugrt	ugrt/	ủgrt	TN sg. abs. gen.	Ugarit	
